left_index,left_side,similarity,right_side,right_index
363,service delivery manager,0.8423848,associate service delivery manager,1309
363,service delivery manager,0.8295194,regional service delivery manager,1912
363,service delivery manager,0.8152441,customer service delivery manager,3075
363,service delivery manager,0.8072111,service delivery engineer,4255
363,service delivery manager,0.8009634,service delivery analyst,6025
5910,service desk analyst,0.88817596,senior service desk analyst,6114
3506,service desk engineer,0.9522782,service desk engineer l,4802
3506,service desk engineer,0.87909997,senior service desk engineer,4297
4802,service desk engineer l,0.9522782,service desk engineer,3506
4802,service desk engineer l,0.8371478,senior service desk engineer,4297
6558,service operation analyst,0.81698656,service operation manager,1321
1321,service operation manager,0.81698656,service operation analyst,6558
1321,service operation manager,0.80994546,branch service operation manager,1668
1276,service relationship manager,0.8019623,relationship manager,280
6448,setup configuration analyst,0.9449784,senior setup configuration analyst,6495
5640,shift engineer mechanical maintenance,0.81948024,manager mechanical maintenance,782
5279,shift engineer production department,0.86189663,engineer production department,4710
3845,shift incharge engineer,0.8358457,shift incharge engineering dept,5435
5435,shift incharge engineering dept,0.8358457,shift incharge engineer,3845
435,showroom manager,0.8603834,sr show room manager,2786
435,showroom manager,0.8546592,assistant showroom manager,1383
2021,si manager,0.9204827,assi manager,2378
5862,site architect,0.80130434,architect,5769
4589,site billing engineer,0.82780063,civil site billing engineer,5756
3386,site engineer,0.80204386,onsite engineer,3747
3556,site engineer site supervisor,0.96404696,site supervisor site engineer,4199
3556,site engineer site supervisor,0.8487457,electrical site engineersite supervisor,4306
3556,site engineer site supervisor,0.8385597,site supervisor site charge site engineer,3658
3556,site engineer site supervisor,0.80119014,civil engineer site supervisor,4033
5273,site engineer surveyor,0.80172396,survey engineer surveyor,4085
4147,site executive engineer,0.8015213,executive engineer,3401
2198,site project manager,0.89548665,onsite project manager,2834
2198,site project manager,0.80732435,state project manager,1919
3963,site reliability engineer,0.90805703,reliability engineer,4006
3963,site reliability engineer,0.9046201,senior site reliability engineer,5290
3963,site reliability engineer,0.8038795,senior reliability engineer,4572
3300,site safety manager,0.817083,safety manager,492
3658,site supervisor site charge site engineer,0.8646431,site supervisor site engineer,4199
3658,site supervisor site charge site engineer,0.8385597,site engineer site supervisor,3556
4199,site supervisor site engineer,0.96404696,site engineer site supervisor,3556
4199,site supervisor site engineer,0.8646431,site supervisor site charge site engineer,3658
4199,site supervisor site engineer,0.8182306,electrical site engineersite supervisor,4306
4314,site support engineer,0.89619315,onsite support engineer,4588
5715,smt process quality engineer,0.83421767,process quality engineer,3547
5940,soc analyst,0.80515605,noc analyst,6192
6473,soc security analyst,0.80648506,security analyst,5906
6042,social medium analyst,0.8002691,medium analyst,6018
1246,social medium manager,0.89717907,senior social medium manager,3222
1246,social medium manager,0.8183325,social medium marketing manager,595
1246,social medium manager,0.80237466,medium manager,1994
6647,social medium marketing analyst,0.8727487,social medium marketing manager,595
595,social medium marketing manager,0.8727487,social medium marketing analyst,6647
595,social medium marketing manager,0.87262106,medium marketing manager,2515
595,social medium marketing manager,0.8183325,social medium manager,1246
9,software analyst,0.8158656,senior software analyst,29
66,software architect,0.868069,senior software architect,189
146,software asset management analyst,0.8129134,asset management analyst,6054
24,software associate,0.85780394,senior software associate,92
172,software automation engineer,0.84502226,software automation test engineer,147
172,software automation engineer,0.8073324,software automation tester,224
147,software automation test engineer,0.9441852,software automation tester,224
147,software automation test engineer,0.84502226,software automation engineer,172
224,software automation tester,0.9441852,software automation test engineer,147
224,software automation tester,0.8073324,software automation engineer,172
212,software configuration engineer,0.90145135,software configuration manager,257
212,software configuration engineer,0.8452051,configuration engineer,4059
257,software configuration manager,0.90145135,software configuration engineer,212
257,software configuration manager,0.84491307,configuration manager,1733
25,software consultant,0.88961715,senior software consultant,47
25,software consultant,0.8569074,assistant software consultant,177
25,software consultant,0.8278159,associate software consultant,181
89,software design engineer,0.90966094,software design engineer ii,240
89,software design engineer,0.8978747,software designer,60
89,software design engineer,0.8695807,senior software design engineer,117
240,software design engineer ii,0.90966094,software design engineer,89
240,software design engineer ii,0.81676143,software designer,60
60,software designer,0.8978747,software design engineer,89
60,software designer,0.8624353,senior software designer,150
60,software designer,0.81676143,software design engineer ii,240
1,software developer,0.9049184,software developer ii,82
1,software developer,0.86319375,senior software developer,4
1,software developer,0.8497559,software developer c developer,223
1,software developer,0.840752,software developer trainee,41
1,software developer,0.83913666,software developer intern,55
1,software developer,0.8360682,software developer tester,272
1,software developer,0.8346771,junior software developer,10
1,software developer,0.8328273,software developer iii,132
1,software developer,0.81307936,lead software developer,95
1,software developer,0.80918115,assistant software developer,67
154,software developer application programming,0.85021013,software engineer application programming,131
223,software developer c developer,0.8497559,software developer,1
82,software developer ii,0.9203344,software developer iii,132
82,software developer ii,0.9049184,software developer,1
82,software developer ii,0.80657655,software developer intern,55
82,software developer ii,0.8047541,software development engineer ii,64
132,software developer iii,0.9203344,software developer ii,82
132,software developer iii,0.8328273,software developer,1
132,software developer iii,0.8313568,software development engineer iii,198
